item_id,unit_price
100,21.703253746379957
101,230.51187736862326
102,173.0181880494083
103,224.76631793625128
104,138.71972184120253
105,90.71169600206065
106,347.68024492036545
107,262.13984697122225
108,108.07556351218975
109,166.59881886739916
110,299.9858747550297
111,45.392380653514145
112,82.25197454042798
113,45.89034601262116
114,408.03549302991826
115,378.68052427388454
116,379.12333662083597
117,360.9994183032537
118,337.99885759823593
119,243.72603853530575
120,324.71630011848634
121,28.797161846107578
122,314.51756710182445
123,391.16007571306983
124,255.1755965883512
125,185.1815309293461
126,145.93910005247977
127,324.97300457942043
128,349.47258732865527
129,436.77412393264586
130,177.74370040588545
131,387.18843061893693
132,285.0643538527756
133,442.5898804322588
134,268.6279330648542
135,263.6386159150039
136,293.1597699060455
137,377.16452401979285
138,482.69833462594585
139,46.04604356572517
140,36.18295517159841
141,469.39966532959585
142,269.639056503921
143,311.3024771377987
144,246.38756478141713
145,55.8921517776625
146,386.3637954251466
147,376.1400760934076
148,162.73462753147788
149,160.0572301619162
150,420.5422766437041
151,45.455056293250045
152,441.7415226947173
153,135.76422804899806
154,300.56252640019204
155,468.6371477108711
156,342.28002575295676
157,213.07060810884792
158,347.87176236365343
159,178.5500217950214
160,145.85662401110122
161,498.37480618799304
162,377.887213278096
163,325.91278891709067
164,184.0919251774662
165,34.0888062859736
166,25.217869257226248
167,281.5488151699114
168,383.396033309135
169,273.315803317489
170,421.98468525016614
171,26.3790012156786
172,189.70851744871064
173,126.16449167534725
174,229.1637543969898
175,45.464432665120015
176,477.52450436982554
177,119.39514652398685
178,461.93080998695655
179,218.68764596797408
180,492.9068252950568
181,281.48860789550326
182,466.10810344614566
183,12.621004460169194
184,376.63701502864103
185,452.49482002023257
186,78.4630778196875
187,57.10166734875423
188,218.04057752111822
189,467.50266400513823
190,275.76941449331497
191,268.4536672236488
192,79.15179796666771
193,10.386860435677205
194,406.968644465276
195,52.91153586325673
196,320.58641118030874
197,458.1620627124438
198,112.23943744763119
199,335.9836897560863
